Concept1,Concept2,Concept1_URI_withoutiid,Concept2_URI_withoutiid,internal_ID_for_concept1,internal_ID_for_concept2,Code_Concept1,Code_Concept2,Definition_Concept1,Definition_Concept2,concept1_mandatory_or_not,concept2_mandatory_or_not,Relation_URI,Concept_1_URL,Concept_2_URL
Evaluation of tumor tissue,identification of invasive tumor front,Evaluation_of_tumor_tissue,identification_of_invasive_tumor_front,M_Meningioma_86,M_Meningioma_190,C93427,C137710,The completed assessment for findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains.,Describes a tumor border that is invading the adjacent tissue.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C93427,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C137710
Evaluation of tumor tissue,Evaluation of dura,Evaluation_of_tumor_tissue,Evaluation_of_dura,M_Meningioma_86,M_Meningioma_191,C93427,C25214 AND C32488,The completed assessment for findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains.,"Systematic, objective appraisal of the significance, effectiveness, and impact of activities or condition according to specified objectives and criteria of the outermost, toughest, and most fibrous of the three membranes (meninges) that surround and protect the brain and spinal cord.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C93427,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25214 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C32488
Evaluation of tumor tissue,identification of lesional area,Evaluation_of_tumor_tissue,identification_of_lesional_area,M_Meningioma_86,M_Meningioma_192,C93427,C94189,The completed assessment for findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains.,An indication that a lesion has been located and characterized.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C93427,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C94189
Evaluation of tumor tissue,Evaluation of bone,Evaluation_of_tumor_tissue,Evaluation_of_bone,M_Meningioma_86,M_Meningioma_193,C93427,C25214 AND C12366,The completed assessment for findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains.,"Systematic, objective appraisal of the significance, effectiveness, and impact of activities or condition according to specified objectives and criteria. Calcified connective tissue that forms the skeletal components of the body.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C93427,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25214 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12366
Evaluation of tumor tissue,morphology,Evaluation_of_tumor_tissue,morphology,M_Meningioma_86,M_Meningioma_194,C93427,C17943,The completed assessment for findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains.,A statement about the form and/or structure of a target entity.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C93427,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C17943
simpson grade,grade 0,simpson_grade,grade_0,M_Meningioma_87,M_Meningioma_195,C128616,C175027,A scale that defines the extent of resection involved in the removal of intracranial meningiomas.,"Resection of a tissue structure, most often a lesion, with histologically proven negative surgical margins, or an organ that contains a lesion.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128616,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C175027
simpson grade,grade IV,simpson_grade,grade_IV,M_Meningioma_87,M_Meningioma_196,C128616,C128620,A scale that defines the extent of resection involved in the removal of intracranial meningiomas.,"Partial removal, leaving the intradural tumor in situ.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128616,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128620
simpson grade,grade II,simpson_grade,grade_II,M_Meningioma_87,M_Meningioma_197,C128616,C128618,A scale that defines the extent of resection involved in the removal of intracranial meningiomas.,Macroscopically complete removal of the tumor and its visible extensions with coagulation of its dural attachment.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128616,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128618
simpson grade,grade I,simpson_grade,grade_I,M_Meningioma_87,M_Meningioma_198,C128616,C128617,A scale that defines the extent of resection involved in the removal of intracranial meningiomas.,"Macroscopically complete removal of the tumor, with excision of its dural attachment, and of any abnormal bone. Includes resection of venous sinus if involved.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128616,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128617
simpson grade,grade III,simpson_grade,grade_III,M_Meningioma_87,M_Meningioma_199,C128616,C128619,A scale that defines the extent of resection involved in the removal of intracranial meningiomas.,"Macroscopically complete removal of the intradural tumor, without resection or coagulation of its dural attachment or its extradural extensions.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128616,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128619
Assessing MRI Sequences,Flair Changes,Assessing_MRI_Sequences,Flair_Changes,M_Meningioma_88,M_Meningioma_200,NCIT_C115501,C82392 AND C25446,A collection of magnetic resonance image files pertaining to a clinical study.,"A magnetic resonance imaging (MRI) pulse sequence that uses an inversion recovery technique to null fluids present in the imaging area, improving clarity of the object of interest. The act of alteration or modification; changed or altered in form or character.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/NCIT_C115501,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C82392 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25446
Assessing MRI Sequences,T1,Assessing_MRI_Sequences,T1,M_Meningioma_88,M_Meningioma_201,NCIT_C115501,C180727,A collection of magnetic resonance image files pertaining to a clinical study.,A method of magnetic resonance imaging (MRI) that creates contrast between tissues based on differences in the longitudinal relaxation of a tissue's net magnetization vector; it measures the time taken for spinning protons to realign with the external magnetic field. This MRI sequence is produced by using short time to echo (TE) and repetition times (TR).,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/NCIT_C115501,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C180727
Assessing MRI Sequences,Diffusion Restriction,Assessing_MRI_Sequences,Diffusion_Restriction,M_Meningioma_88,M_Meningioma_202,NCIT_C115501,C182357,A collection of magnetic resonance image files pertaining to a clinical study.,A radiologic finding seen as high-signal intensity on diffusion weighted imaging with corresponding reduced apparent diffusion coefficient (ADC) values. ADC is a measurement of the diffusion of water molecules in a given tissue. NCI,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/NCIT_C115501,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182357
Assessing MRI Sequences,T2,Assessing_MRI_Sequences,T2,M_Meningioma_88,M_Meningioma_203,NCIT_C115501,C156447,A collection of magnetic resonance image files pertaining to a clinical study.,MRI imaging based on the observed T2 relaxation time of tissues.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/NCIT_C115501,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C156447
Assessing MRI Sequences,Contrast Enhancement,Assessing_MRI_Sequences,Contrast_Enhancement,M_Meningioma_88,M_Meningioma_204,NCIT_C115501,C199692,A collection of magnetic resonance image files pertaining to a clinical study.,The phase of the contrast agent distribution within the body after its administration.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/NCIT_C115501,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C199692
Skull base,midline,Skull_base,midline,M_Meningioma_89,M_Meningioma_205,C5272,C162614,"Attribution
A meningioma that arises from the skull base.",A finding indicating the tumor location is on the midline of the specimen.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5272,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C162614
Skull base,Lateral,Skull_base,Lateral,M_Meningioma_89,M_Meningioma_206,C5272,C25230,"Attribution
A meningioma that arises from the skull base.",Situated at or extending to the side.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5272,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25230
Skull base,Tentorial,Skull_base,Tentorial,M_Meningioma_89,M_Meningioma_207,C5272,C33749,"Attribution
A meningioma that arises from the skull base.",A dural partition that separates the occipital lobes of the cerebrum from the cerebellum and divides the cranial cavity into supratentorial and infratentorial compartments; it helps to stabilize the brain within the cranial cavity.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5272,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C33749
Who Grade III,Papillary,Who_Grade_III,Papillary,M_Meningioma_90,M_Meningioma_208,C62396,C3904,Describes central nervous system tumors that are generally malignant and infiltrative. They tend to recur after treatment.,A WHO grade 3 meningioma characterized by the predominance of a perivascular pseudopapillary pattern.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C62396,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3904
Who Grade III,Anaplastic,Who_Grade_III,Anaplastic,M_Meningioma_90,M_Meningioma_209,C62396,C4051,Describes central nervous system tumors that are generally malignant and infiltrative. They tend to recur after treatment.,"A WHO grade 3 meningioma characterized by the presence of malignant morphologic features, including malignant cytology and a very high mitotic index (20 or more mitoses per ten high power fields).",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C62396,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4051
Who Grade III,Rhabdoid,Who_Grade_III,Rhabdoid,M_Meningioma_90,M_Meningioma_210,C62396,C6909,Describes central nervous system tumors that are generally malignant and infiltrative. They tend to recur after treatment.,A WHO grade 3 meningioma characterized by the predominant presence of rhabdoid cells forming sheets.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C62396,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C6909
WHO Grade II,Papillary,WHO_Grade_II,Papillary,M_Meningioma_91,M_Meningioma_208,C62396,C3904,Describes central nervous system tumors that are generally malignant and infiltrative. They tend to recur after treatment.,A WHO grade 3 meningioma characterized by the predominance of a perivascular pseudopapillary pattern.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C62396,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3904
WHO Grade II,Atypical,WHO_Grade_II,Atypical,M_Meningioma_91,M_Meningioma_211,C62395,C4723,Describes central nervous system tumors that are generally relatively slow growing and somewhat infiltrative. They may recur after treatment.,"A WHO grade II meningioma characterized by the presence of brain invasion and an increased mitotic activity, or at least three of the following morphologic features: small cells, high cellularity, prominent nucleoli, lack of architectural pattern, and necrosis.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C62395,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4723
WHO Grade II,Chordoid,WHO_Grade_II,Chordoid,M_Meningioma_91,M_Meningioma_212,C62395,C6908,Describes central nervous system tumors that are generally relatively slow growing and somewhat infiltrative. They may recur after treatment.,"A WHO grade II, usually recurring meningioma characterized by the predominance of tissues that are histologically similar to chordoma.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C62395,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C6908
WHO Grade II,Clear cell,WHO_Grade_II,Clear_cell,M_Meningioma_91,M_Meningioma_213,C62395,C4722,Describes central nervous system tumors that are generally relatively slow growing and somewhat infiltrative. They may recur after treatment.,A WHO grade II morphologic variant of meningioma characterized by the presence of clear glycogen-rich polygonal cells.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C62395,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4722
WHO Grade II,Rhabdoid,WHO_Grade_II,Rhabdoid,M_Meningioma_91,M_Meningioma_210,C62396,C6909,Describes central nervous system tumors that are generally malignant and infiltrative. They tend to recur after treatment.,A WHO grade 3 meningioma characterized by the predominant presence of rhabdoid cells forming sheets.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C62396,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C6909
Description of lesion,Tumor Location,Description_of_lesion,Tumor_Location,M_Meningioma_92,M_Meningioma_214,C166231,NCIt - C25376,"Specifies the description of a localized pathological or traumatic structural change, damage, deformity, or discontinuity of tissue, organ, or body part.",Anatomical site where the tumor is located.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C166231,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C166231
Description of lesion,Number of lesion,Description_of_lesion,Number_of_lesion,M_Meningioma_92,M_Meningioma_215,C166231,C174277,"Specifies the description of a localized pathological or traumatic structural change, damage, deformity, or discontinuity of tissue, organ, or body part.",The number of lesions observed.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C166231,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C174277
imaging equipment utilized,3D HISTECH slide scanner,imaging_equipment_utilized,3D_HISTECH_slide_scanner,M_Meningioma_93,M_Meningioma_216,C69194,C69194,"Imaging equipment utilized refers to the medical devices and technologies employed to generate visual representations of internal body structures and functions for the purpose of diagnosis, treatment planning, monitoring, and research.","Equipment used to analyze, enhance, interpret or display digital images.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C69194,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C69194
imaging equipment utilized,Binocular light microscope with attached camera,imaging_equipment_utilized,Binocular_light_microscope_with_attached_camera,M_Meningioma_93,M_Meningioma_217,C69194,C28265 AND C49858,"Imaging equipment utilized refers to the medical devices and technologies employed to generate visual representations of internal body structures and functions for the purpose of diagnosis, treatment planning, monitoring, and research.","A microscope (device to magnify small objects) in which objects are lit directly by white light; An apparatus for taking photographs, generally consisting of a lightproof enclosure having an aperture with a shuttered lens through which the image of an object is focused and recorded on a photosensitive film or plate.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C69194,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C28265 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49858
Borders,Regular,Borders,Regular,M_Meningioma_94,M_Meningioma_218,C80507,C25647,A boundary line or the area immediately inside the boundary.,"Customary, usual, or at fixed intervals; conforming to a standard or pattern.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C80507,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25647
Borders,Irregular,Borders,Irregular,M_Meningioma_94,M_Meningioma_219,C80507,C63815,A boundary line or the area immediately inside the boundary.,Lacking perfect symmetry or evenness.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C80507,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C63815
preoperative,no of pre-op scans,preoperative,no_of_pre_op_scans,M_Meningioma_95,M_Meningioma_220,C54732,,Relating to or occurring during the period immediately before a surgical operation.,"An imaging metadata attribute that represents the count of diagnostic imaging examinations performed prior to a surgical or interventional procedure. It specifies how many distinct imaging studies (e.g., MRI, CT, PET, X-ray) were conducted for pre-operative assessment of a patient.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C54732,
MR imaging equipment utilized,CT Scan Machine,MR_imaging_equipment_utilized,CT_Scan_Machine,M_Meningioma_96,M_Meningioma_221,,C45844,"An imaging metadata attribute that specifies the particular magnetic resonance (MR) scanner or hardware system employed in the acquisition of MR images, including details such as manufacturer, model, field strength, and coil configuration, which may influence image quality and diagnostic characteristics.","CT (Computerized (Axial) Tomography) scanner is a special kind of machine which directs a series of X-ray pulses through the body, to produce detailed pictures of internal body structures.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C45844
MR imaging equipment utilized,MRI machine,MR_imaging_equipment_utilized,MRI_machine,M_Meningioma_96,M_Meningioma_222,,C16809 AND C69194,"An imaging metadata attribute that specifies the particular magnetic resonance (MR) scanner or hardware system employed in the acquisition of MR images, including details such as manufacturer, model, field strength, and coil configuration, which may influence image quality and diagnostic characteristics.","A procedure in which radio waves and a powerful magnet linked to a computer are used to create detailed pictures of areas inside the body. These pictures can show the difference between normal and diseased tissue. NMRI makes better images of organs and soft tissue than other scanning techniques, such as computed tomography (CT) or x-ray. NMRI is especially useful for imaging the brain, the spine, the soft tissue of joints, and the inside of bones. Equipment that has processed composite instances to create new composite instances. For example, a 3D Workstation.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C69194
Quality assessment of MRI scanners,imaging assessment factors,Quality_assessment_of_MRI_scanners,imaging_assessment_factors,M_Meningioma_97,M_Meningioma_223,,,"Quality assessment of MRI scanners is the systematic evaluation of an MRI systemâ€™s performance using standardized tests, phantoms, and metrics to ensure that image quality, safety, and technical parameters meet clinical, regulatory, and diagnostic standards. It forms a critical component of MRI quality control (QC) and quality assurance (QA) programs.","Radiology imaging assessment factors are the standardized technical and perceptual parameters used to evaluate the adequacy, diagnostic quality, and reliability of radiologic images (CT, MRI, X-ray, Ultrasound, PET) for accurate clinical interpretation and reporting.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,
midline,olfactory groove,midline,olfactory_groove,M_Meningioma_98,M_Meningioma_224,C162614,C6771,A finding indicating the tumor location is on the midline of the specimen.,A meningioma that affects the olfactory sulcus.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C162614,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C6771
midline,planum sphenoidale,midline,planum_sphenoidale,M_Meningioma_98,M_Meningioma_225,C162614,C180372,A finding indicating the tumor location is on the midline of the specimen.,"The portion of the skull that is formed laterally by the orbital plates of the frontal bone, medially by the cribriform palate and crista galli of the ethmoid bone, and posteriorly by the planum sphenoidale and lesser wings of the sphenoid bone.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C162614,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C180372
midline,tuberculum sella,midline,tuberculum_sella,M_Meningioma_98,M_Meningioma_226,C162614,C5284,A finding indicating the tumor location is on the midline of the specimen.,A meningioma that arises from the tuberculum sellae.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C162614,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5284
midline,petroclivus,midline,petroclivus,M_Meningioma_98,M_Meningioma_227,C162614,C95442 AND C12494,A finding indicating the tumor location is on the midline of the specimen.,"Pertaining to the petrous or hard, stony portion of the temporal bone; A sloped depression between the dorsum sellae and foramen magnum at the base of the skull.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C162614,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C95442 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12494
midline,diaphragm sella,midline,diaphragm_sella,M_Meningioma_98,M_Meningioma_228,C162614,C5283,A finding indicating the tumor location is on the midline of the specimen.,A meningioma that arises from the diaphragma sellae.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C162614,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5283
midline,clivus,midline,clivus,M_Meningioma_98,M_Meningioma_229,C162614,C5289,A finding indicating the tumor location is on the midline of the specimen.,A meningioma that affects the clivus.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C162614,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5289
Operative Details,Extent of Resection,Operative_Details,Extent_of_Resection,M_Meningioma_99,M_Meningioma_230,NCIT_C15329,C157443,"A diagnostic or treatment procedure performed by manual and/or instrumental means, often involving an incision and the removal or replacement of a diseased organ or tissue; of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.","A description of the relative amount of tissue, blood vessel, or organ that has been removed. CDISC 
The degree to which the lesion has been cut out, or resected.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C15329,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C157443
Operative Details,simpson grade,Operative_Details,simpson_grade,M_Meningioma_99,M_Meningioma_231,NCIT_C15329,C128616,"A diagnostic or treatment procedure performed by manual and/or instrumental means, often involving an incision and the removal or replacement of a diseased organ or tissue; of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.",A scale that defines the extent of resection involved in the removal of intracranial meningiomas.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C15329,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C128616
Histopathological diagnosis,other,Histopathological_diagnosis,other,M_Meningioma_100,M_Meningioma_232,C164406,C159613,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):",A selected option that indicated an other histologic type.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C159613
Histopathological diagnosis,Inflammatory granulomatous lesions,Histopathological_diagnosis,Inflammatory_granulomatous_lesions,M_Meningioma_100,M_Meningioma_233,C164406,C25302,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):",Relating to or characterized by granulomas.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25302
Histopathological diagnosis,Solitary fibrous tumor ICD-O-3-2 8815/1,Histopathological_diagnosis,Solitary_fibrous_tumor_ICD_O_3_2_8815_1,M_Meningioma_100,M_Meningioma_234,C164406,C7634,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):","A localized neoplasm of probable fibroblastic derivation. It is characterized by the presence of round to spindle-shaped cells, hylanized stroma formation, thin-walled branching blood vessels, and thin bands of collagen.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C7634
Histopathological diagnosis,meningioma ICD-O-3-2 9530/0,Histopathological_diagnosis,meningioma_ICD_O_3_2_9530_0,M_Meningioma_100,M_Meningioma_235,C164406,C3230,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):",A type of slow-growing tumor that forms in the meninges (thin layers of tissue that cover and protect the brain and spinal cord). Meningiomas usually occur in adults.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3230
Histopathological diagnosis,Lymphoma ICD-O-3-2 9680/3,Histopathological_diagnosis,Lymphoma_ICD_O_3_2_9680_3,M_Meningioma_100,M_Meningioma_236,C164406,C3208,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):","A malignant (clonal) proliferation of B- lymphocytes or T- lymphocytes which involves the lymph nodes, bone marrow and/or extranodal sites. This category includes Non-Hodgkin lymphomas and Hodgkin lymphomas.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3208
Histopathological diagnosis,Hemagiopericytoma ICD-O-3-2-9161/1,Histopathological_diagnosis,Hemagiopericytoma_ICD_O_3_2_9161_1,M_Meningioma_100,M_Meningioma_237,C164406,C3087,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):",An antiquated term that refers to benign or malignant mesenchymal neoplasms characterized by the presence of neoplastic spindle-shaped to round cells arranged around thin-walled branching vascular spaces.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3087
Histopathological diagnosis,Hemangioma ICD-O-3-2 9121/0,Histopathological_diagnosis,Hemangioma_ICD_O_3_2_9121_0,M_Meningioma_100,M_Meningioma_238,C164406,C3085,"The completed activity within the context of a given study that represents the results of a histopathology assessment. NCI 
The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer, adenocarcinoma of the colon OTHER NAME(S): NOTE(S):",A benign vascular lesion characterized by the formation of capillary-sized or cavernous vascular channels.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C164406,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3085
